id,name,latitude,longitude,category_stars
508,Catalonia Majorica,39.56381708,2.59989591,4
509,Garden Holiday Village,39.80141562,3.098127724,3.5
510,AluaSun Continental Park,39.79942536,3.102850279,4
511,Hostal Port Corona,39.70464316,3.420215584,2
512,HSM Club Torre Blanca,39.58449246,3.343715999,3
513,Hotel Blue Sea Costa Verde,39.50323723,2.768365912,3
514,Boogaloo,39.51540889,2.768561402,1.5
515,Sant Jordi Hotel,39.53429657,2.739311231,3.5
516,Xapala,39.51755958,2.7717654,3
517,JS Cape Colom - Erwachsenenhotel,39.43486069,3.235608989,3
518,Piscis by Blue Sea - Erwachsenenhotel,39.84496427,3.133987909,3
519,Iris,39.51494797,2.766617699,3
520,Playas Paguera,39.54762708,2.460291954,2.5
523,Hotel Cala Fornells,39.54684379,2.448690228,4
524,Playa Sol,39.51785238,2.771871048,2
525,Hotel Raxa,39.53712603,2.747166273,1.5
526,Aldea 2 Cala Fornells,39.54301367,2.451019583,2.5
527,Hotel Linda,39.54358287,2.730646892,3
528,Finca Sa Bassa Plana,39.4018012,2.847271114,3
531,Melia South Beach,39.51280157,2.528713094,4
532,Iberostar Cala Domingos,39.46392969,3.265507888,3.5
533,AluaSun Torrenova,39.51480316,2.540758402,3.5
534,Residencia Protur Son Floriana,39.612535,3.369100345,1
536,Petit Cala Fornells,39.53413451,2.439078618,4.5
537,Maristel,39.65193697,2.528132821,4
538,Globales Honolulu,39.52376735,2.530449329,3
539,Roc Portonova,39.53014749,2.538304208,3
540,Portals Hills Boutique Hotel,39.54503652,2.563007045,5.5
541,JS Alcudi Mar,39.79538473,3.101595559,4
542,Grupotel Parc Natural,39.79632988,3.117152663,5
543,BG Tonga Tower Design Hotel & Suites,39.75700262,3.140609357,3.5
544,Seasun Siurell,39.57437374,3.364536558,3.5
545,allsun Hotel Lago Playa Park,39.70435317,3.441960522,4
546,TUI KIDS CLUB Playa Garden,39.78130917,3.117073561,4
547,More,39.8620788,3.125737391,3
548,Posada de´s Moli - Erwachsenenhotel,39.53940233,2.793505967,4
550,Hotel Morlans Suites,39.54953695,2.460212593,3
551,Hotel Rural Son Jorda,39.6245101,2.941379773,3.5
553,Plaza Santa Ponsa Boutique Hotel - Erwachsenenhotel,39.52627764,2.484001874,3
555,D´Or,39.39052355,3.213227062,2
556,Eurostars Marivent,39.56189963,2.588154685,3
557,Flamboyan-Caribe,39.52004776,2.534505762,4
558,Tropico Playa,39.52362935,2.534863836,3
559,Hotel Oberoy - Erwachsenenhotel ab 16 Jahre,39.54824202,2.464206739,3.5
560,Paguera Treff Boutique Hotel,39.54881327,2.455976496,3.5
561,Alua Hawaii Mallorca & Suites,39.5275736,2.532740944,4
562,Embat,39.54235361,2.733886261,2
563,Blue Sea Don Jaime,39.60962798,3.347352137,3
564,Atalaya Bosque,39.54142434,2.444986021,2
566,Hotel Teide - Erwachsenenhotel ab 16 Jahren,39.51190055,2.759293964,2
567,BQ Augusta,39.56078337,2.608861768,3.5
568,Finca Perola,39.51023453,2.95974803,3
569,Amic Horizonte,39.55993047,2.608596426,2.5
570,Blau Colonia Sant Jordi Resort & Spa,39.32591633,2.994987258,4
571,Inturotel Azul Garden,39.39203338,3.223857316,3
572,Pierre & Vacances Hotel Vistamar,39.42858403,3.245596667,3.5
573,Hotel La Concha Soul,39.54799423,2.460759853,2.5
574,Juma,39.85951419,3.01427817,3
575,smartline Millor Sol,39.60668793,3.3728121,3
576,Prinsotel La Dorada,39.78834379,3.10316506,4
577,Virrey Finca Hotel,39.6868016,2.918748551,4
578,Bendinat,39.54384509,2.564739041,4
580,Apartamentos Europa,39.58226383,3.332910503,2
581,Costa Mediterraneo,39.50004148,2.760101001,2
582,Melia Cala d´Or Boutique Hotel,39.38687641,3.223041044,4.5
583,Ferrera Beach Hotel Apartments,39.39180123,3.228330944,3
584,Atolon,39.61036637,3.362216156,3.5
585,Pula Golf Resort,39.64586773,3.364456655,4
586,Casal Santa Eulalia,39.75227276,3.129955816,4
587,La Moraleja The Quiet Hotel - Erwachsenenhotel,39.89832479,3.046777763,5
588,Finca Can Quatre,39.76421198,2.730360407,4
589,Agua Beach - Erwachsenenhotel,39.53093272,2.533071895,3.5
591,Panorama,39.87703259,3.068462638,2.5
592,JS Ca´n Picafort,39.75558494,3.135424473,3
594,Universal Hotel Perla,39.57282088,3.335144792,3.5
595,JS Paradise Sport - Erwachsenenhotel,39.51064287,2.770685293,3
596,Amic Miraflores,39.5479061,2.748372475,2
597,Garau,39.51595187,2.767911704,1
598,Castillo Son Vida,39.5095233,2.757112114,2
599,Hipotels Hipocampo Palace & SPA,39.5907111,3.375981419,5
600,Hipotels Bahia Cala Millor,39.5895829,3.367834545,4
601,Hipotels Mediterraneo Club,39.58082435,3.337783387,3.5
604,La Reserva Rotana,39.60723741,3.179126782,4.5
605,TUI BLUE Grupotel Mallorca Mar,39.62319648,3.365859342,4
606,Canyamel Classic,39.65485076,3.409065171,4
608,Hotel Eolo,39.89774817,3.079248359,2
609,Hotel Playa - Erwachsenenhotel,39.54479028,2.751359929,3
610,ALEGRIA Alzinar Mar Suites - Erwachsenenhotel ab 18 Jahren,39.75603997,3.144419342,4
611,Monnaber Vell,39.77829337,2.950655195,4
612,Finca Son Marge,39.3980564,3.020240932,4
613,Hotel Ca´n Moragues,39.69338532,3.335875433,4
614,JS Horitzo,39.76217821,3.144916408,3
615,TUI Suneo Green Garden,39.70790212,3.404671151,4
617,Nixe Palace,39.55380804,2.604537175,5
618,Finca Son Valls,39.52084184,3.106534049,3
619,Finca Son Menut,39.46664304,3.095857673,3
620,Finca Es Rafal de Montuiri,39.58978097,2.983719487,3
621,Finca Es Turo,39.38341894,3.068297674,4
622,NH Ciudad de Mallorca,39.56410734,2.597188356,4
623,Universal Hotel Romantica,39.33744595,2.985745546,3
624,Hostal Ca´n Gallu,39.71046297,3.44342613,1.5
625,Salles Marina Portals,39.54877489,2.553845005,4
626,Pula Suites Boutique Resort,39.64567621,3.3341187,5
627,Costa Azul,39.57317163,2.613106693,3.5
629,Finca Ca´n Beneit,39.77396654,2.92427509,4
631,Hotel Apart. Garbi Cala Millor,39.59650883,3.340099121,4
632,Dunes Platja,39.76499997,3.137189376,4
633,Finca S´Antigor,39.40128427,3.228586846,3.5
634,A10 Club del Sol,39.85902248,3.071321696,4
635,Bluewater Hotel,39.35478791,2.99440963,3
636,Pinero Bahia de Palma,39.50388352,2.758750414,3
637,CM Mallorca Palace,39.57940977,3.331239541,5
638,Finca Son Guardiola,39.47676469,2.899927561,2.5
639,Finca Sa Pedrissa,39.74474819,2.667731231,4
641,Aparthotel Duva Convention Center & SPA,39.89646848,3.064836296,4
642,Hostal San Francisco,39.38079629,3.223722026,1
643,Saratoga,39.57736698,2.669505768,4
645,allsun Hotel Illot Park,39.71401312,3.444878903,4.5
646,Sa Bassa Rotja Ecoturisme,39.49889756,3.042960874,4
647,Alcudia Garden,39.84350018,3.12888371,3
649,Steigenberger Golf & Spa Resort Camp de Mar,39.55249817,2.438265547,4.5
650,Finca Es Puig de Ros d´Alt,39.47264519,2.811192931,4
651,Catalonia del Mar - Erwachsenenhotel ab 16 Jahren,39.61609329,3.375769056,3
653,Globales Palmanova Palace,39.53055454,2.530896291,3.5
654,Houm Plaza Son Rigo,39.5292298,2.755589541,3.5
655,Protur Badia Park Aparthotel,39.58554307,3.339183517,4
656,Lago Garden Apartsuites & Spa,39.70710212,3.434394546,5
659,Botel Alcudiamar Club,39.84788583,3.133223455,4
660,Be Live Collection Palace de Muro,39.79294308,3.117083206,5
661,Universal Hotel Aquamarin,39.58092181,2.374407741,3
662,ZAFIRO Can Picafort,39.75705838,3.139270938,4
663,Finca Son Pieras,39.50762404,2.869446389,3.5
664,S´Olivaret Rural,39.73442667,2.805156471,4
665,Blue Sea Es Bolero Aparthotel,39.38696816,3.206762015,3
667,Universal Villa Marquesa,39.34343679,2.987434665,3.5
668,allsun Hotel Orient Beach,39.5808891,3.368068419,4.5
669,Hotel Bordoy Don Antonio,39.55038275,2.443870704,4
670,Valentin Park Club Hotel & Appartements,39.54706638,2.450898345,3
671,Hotel Fenix - Erwachsenenhotel,39.51315372,2.778762663,3
672,Lindner Golf Resort Portals Nous,39.54351163,2.579420422,4
673,Son Siurana Agroturisme,39.81107167,3.048106354,4
674,H10 Casa del Mar,39.52480913,2.482024529,3.5
675,BQ Aguamarina Boutique Hotel,39.54111047,2.730005712,3.5
676,Finca Ca´n Canals,39.392264,2.983087658,3.5
677,Globales Panama,39.52167695,2.531996303,3
678,Viva Blue & Spa,39.78950152,3.102148314,4
680,D´Alt Muntanya,39.72815276,2.775234964,3
681,Grupotel Natura Playa,39.78930121,3.111865959,4
682,HM Mar Blau,39.59185789,3.339361967,4
683,Universal Hotel Castell Royal,39.65665799,3.399950779,3.5
684,Ca´ s Comte Petit Hotel & Spa - Erwachsenenhotel,39.71554212,2.872896181,4
685,Son Trobat Hotel Rural,39.60482762,3.240872978,4
686,Son Sant Jordi,39.85716413,3.014553633,3.5
687,Club S´Illot,39.56724984,3.36465909,3
688,Nord,39.65292285,2.51999404,3.5
690,Hotel Artmadams,39.57355831,2.610186799,4
691,Hotel Mirador,39.56962107,2.626910323,3.5
692,Rural Sa Galera,39.42678097,3.113769431,4
693,Ca ´n Calco y Ca ´n Riera,39.76067087,2.938003921,3
695,Palladium,39.58111356,2.673106507,3
696,Sant Jaume,39.85487593,3.128129104,3
697,HM Jaime III,39.57682537,2.660615825,4
699,Valentin Park Appartements,39.54747388,2.451588388,3
700,Don Quijote Appartements,39.71512353,3.436761707,2.5
701,Finca El Encinar,39.65801614,3.341401342,3
702,Cala Millor Garden - Erwachsenenhotel ab 18 Jahren,39.59827555,3.346534494,4
703,Finca Son Estrany,39.48301093,2.943062653,3
704,Mon Port Hotel & Spa,39.55494233,2.391298166,4
705,Son Palou Orient,39.73102001,2.768424172,4
706,Finca Ca´l Bisbe,39.76353373,2.715892537,3.5
707,Son Mas,39.53219574,3.266418634,4.5
708,Pure Salt Port Adriano - Erwachsenenhotel,39.51584009,2.481877958,5
710,Ciutat Jardi,39.56076127,2.717256697,4
711,The St. Regis Mardavall Mallorca Resort,39.53049284,2.548956565,5
712,Son Cleda,39.64331928,3.009066841,3.5
713,Finca Sa Rota d´en Palerm,39.61189039,3.004233307,3.5
714,Be Live Adults Only La Cala Boutique,39.55396455,2.602859929,4
715,Flacalco Park,39.70738551,3.420169601,3
716,Vell Mari Hotel & Resort,39.74881693,3.145676227,4
717,Araxa,39.5754558,2.601056622,3
718,Isla Mallorca Urban Hotel & Spa,39.57061357,2.621295382,4
719,Samos,39.51897556,2.528334554,3
721,Agroturismo Alfabia Nou,39.71188833,2.714456827,4
722,Sa Tanqueta de Fornalutx,39.77595372,2.748047129,4
723,Valldemossa Rural,39.7027149,2.649704037,4
724,Na Forana,39.70020937,3.419010217,4
725,Grupotel Playa de Palma Suites & Spa,39.52052898,2.76628157,4
726,Finca Ses Arenes,39.35521486,3.000074013,4
727,Universal Hotel Marques,39.33304731,2.987308382,3.5
728,Can Picafort Palace,39.75287197,3.133761275,4
729,Can Simo Petit Hotel,39.85260607,3.122870181,3
730,Finca Son Sampoli,39.50892897,2.922661174,5
732,VIWO Eda,39.54141443,3.314557238,3
734,Globales Mimosa,39.53636831,2.523101198,3
735,Rural Son Manera,39.58281155,2.981690505,4
737,Son Brull,39.85605248,3.023022787,5
738,INNSiDE by Melia Palma Bosque,39.57261363,2.603119775,3.5
739,ZAFIRO Mallorca,39.7523747,3.131226026,4
740,MLL Hotel Palma Bay Club Resort & Nebengebäude,39.51696893,2.77215385,3
741,Aimia Hotel Port de Soller,39.77971994,2.728691814,4
742,Universal Hotel Lido Park,39.53542444,2.45929226,3.5
743,Gran Hotel Soller,39.76595312,2.718165075,5
744,Hotel Convent de La Missio Art & Urban Live,39.5775576,2.670205809,4.5
745,Palm Garden Apartamentos,39.84529243,3.127875785,2
746,Occidental Cala Vinas,39.49867718,2.533116651,4
747,Valentin Playa de Muro,39.7655308,3.128656234,3
749,BelleVue Vistanova,39.52508371,2.532548078,3
750,tent Palmanova,39.53558797,2.52424075,2
752,Puro Hotel Palma,39.57119637,2.652911258,4
753,Petit Palace Hotel Tres,39.57381898,2.667110815,4
754,AC Hotel by Marriott Ciutat de Palma,39.57329911,2.619919522,4
755,Joan Miro Museum Hotel,39.56012962,2.593870123,3.5
756,Hospes Maricel & Spa,39.55607789,2.579174644,5
757,Apartements Carabela II,39.54598152,2.454346995,3
759,Apartamentos Vista Alegre Mallorca,39.53111754,3.293720832,2
760,Club Simo,39.60676942,3.34140817,3
763,Hoposa Costa d´Or - Erwachsenenhotel,39.75484674,2.681373263,4
764,Viva Cala Mesquida Resort & Spa,39.73352991,3.382375632,4
765,Viva Cala Mesquida Suites & Spa - Erwachsenenhotel ab 16 Jahren,39.74034264,3.412889329,4
766,Hotel Mix Peru Playa,39.53023668,2.762505491,2
767,Na Martina,39.36952634,3.184361848,3.5
768,Finca Valentin Son Roig,39.53756494,3.062970341,4
769,Can Simoneta - Erwachsenenhotel,39.65118566,3.388150901,4.5
770,Sant Salvador,39.69130132,3.316033515,4
771,Mar Hotels Rosa Del Mar & Spa,39.51899501,2.532545564,3.5
772,Sol Cala d´Or Apartamentos,39.39999386,3.21084265,3
773,MLL Blue Bay,39.56098272,2.579418455,3
774,Villa Real,39.54046906,2.423675904,2
775,Amic Can Pastilla,39.54149872,2.733481872,2
776,Hotel Amic Gala,39.54503718,2.740596403,3
777,Hotel Mallorca Senses Santa Ponsa & Sky Senses Hotel,39.52809802,2.481874305,4
778,PortBlue Club Pollentia Resort & Spa,39.84139904,3.08158454,4
779,Hotel Vista Pinar & Hostal Montesol,39.71135396,3.452549224,2
780,Club Marthas Resort - Ses Cases d´Or / Es Bolero / Aparthotel,39.38209551,3.210660408,3
781,Ipanema Park & Ipanema Beach,39.50993049,2.773101765,3
782,TUI SUNEO Santa Ponsa,39.53054416,2.484324188,3.5
783,Isla de Cabrera Hotel,39.33788327,2.997300261,3
784,Son Penya Petit,39.59924795,3.272409001,5
786,Sercotel Hotel Zurbaran,39.57202648,2.597426545,3
788,Iberostar Selection Playa de Muro Village,39.79128967,3.10579901,4.5
789,Mar Hotels Playa de Muro Suites,39.79082393,3.106745233,4.5
790,Illot Suites & Spa,39.70810778,3.411322661,4
791,Palia Dolce Farniente,39.37291305,3.215809875,3
792,Globales Bouganvilla & Splashworld Waterpark,39.58058952,3.347615512,3
793,Globales Santa Lucia,39.52135442,2.534830425,4
794,Apartamentos Casa Vida by Senses Hotels,39.5260461,2.482517201,2
795,Martha´s Imagine Suite,39.54330516,2.532591884,2.5
796,Club Mac Hotel Jupiter & Saturno & Marte,39.8314452,3.106343625,3
797,MSH Mallorca Senses Hotel Palmanova - Erwachsenenhotel,39.53063506,2.529441276,4
798,Deya Hotel Apartments,39.52929378,2.481944145,2.5
799,Palia Maria Eugenia,39.46922496,3.268428632,3.5
802,HSM Don Juan,39.51063289,2.52585076,3
803,Hotel Florida Magaluf - Erwachsenenhotel,39.52734737,2.532117955,3.5
804,HM Martinique,39.51528492,2.524937983,3.5
805,Ibersol Son Caliu Mar,39.54045974,2.532702076,3.5
807,Hotel Santa Ponsa Pins,39.53330212,2.487224466,3.5
808,Lively Mallorca - Erwachsenenhotel,39.52939075,2.528537479,3
810,Son Corb Boutique Hotel,39.62188761,3.35352356,4
811,La Vila,39.75505741,2.740946486,4
813,Golf Beach,39.52999378,2.485397884,2
814,Almudaina,39.57620679,2.664726906,3.5
815,Continental Palma Bordoyhotels,39.58032676,2.671143923,4
816,BG Hotel Pamplona,39.53695702,2.75787182,3.5
817,Son Julia Country House,39.49261269,2.874057602,4.5
818,San Telmo,39.55952905,2.594135684,1
819,HSM Sandalo Beach,39.52910762,2.530448714,3
820,Alua Calvia Dreams,39.52227974,2.52406983,3
821,HSM Atlantic Park,39.5184493,2.522252037,3.5
822,Inturotel Esmeralda Garden,39.40625259,3.206031865,3
823,M House Hotel,39.58085112,2.681806504,4
824,AluaSoul Mallorca Resort - Erwachsenenhotel,39.37508102,3.213400948,3.5
825,Abelux,39.5838083,2.661006902,2
826,Ola Cala d´Or Apartments,39.3903883,3.219030897,3
827,Cabau Aquasol,39.52512736,2.529219927,3
828,AluaSoul Alcudia Bay - Erwachsenenhotel,39.84263753,3.12203616,4
829,L´Hostal,39.85361204,3.013975243,3
830,El Galeon Suites & Beach,39.87061954,3.069434604,3.5
831,Cabot Pollensa Park Spa,39.88580383,3.072534204,4
833,Globales Appartements Cala Vinas,39.50106392,2.534425028,3.5
835,Mar Senses Puerto de Pollensa & Spa - Erwachsenenhotel,39.91520847,3.093865636,3.5
836,Niu d´Aus,39.37128441,3.207634633,3
837,Magaluf Strip Apartments,39.52742647,2.52688511,2
838,Pirates Village,39.52333665,2.486295949,3
839,Jutlandia Family Resort,39.53187683,2.486187671,3
840,Econotel Las Palomas,39.52177895,2.533175916,2
841,Elba Sunset Mallorca Lifestyle & Thalasso Spa,39.52659764,2.534638447,3.5
842,Palmanova Suites by TRH,39.51770098,2.537408763,3.5
843,FERGUS Bermudas,39.52844884,2.528662922,3.5
844,Hoposa Bahia,39.91360752,3.09225103,2.5
845,Hoposa Apartments Montelin,39.87882428,3.069325896,2.5
846,Apartamentos Massol,39.90721227,3.081322429,2
847,Arcos Playa,39.57010101,3.345326165,1.5
848,Lively Magaluf - Erwachsenenhotel,39.51482327,2.539404372,3
849,Sol Lunamar,39.52851037,2.528276638,3
850,Alua Palmanova Bay,39.52481741,2.534843294,3.5
852,Marina Apartamentos,39.52540479,2.533513731,2
853,Magaluf Playa - Erwachsenenhotel,39.51208555,2.532006393,2
854,Apartamentos Don Miguel,39.87017441,3.066003581,2
855,Globales Costa de la Calma,39.53898778,2.477278914,3.5
856,Surfing Playa,39.51843806,2.475524805,2
857,Apartamantos Leo,39.89117194,3.066374633,2
858,Hoposa Apartamentos Daina,39.90245208,3.080957189,3
859,Siesta I,39.81438114,3.095572106,2
860,Ilusion Calma & Spa,39.54105286,2.727905063,3
861,Ona Cala Pi Club,39.38621419,2.848664803,3
863,Nautic Hotel & Spa,39.54636887,2.742907164,3.5
864,Globales Palmanova,39.53512035,2.529779868,3
865,TUI BLUE Rocador,39.39749284,3.20941822,3.5
867,Apartments Mix BR / Bahia Real,39.51633514,2.76817805,3.5
868,Hoposa Pollensamar Apartments,39.91330151,3.096177735,3
870,Universal Hotel Laguna,39.65636556,3.417716232,3.5
875,Santa Clara Urban Hotel & Spa,39.57086558,2.668948108,4
876,Finca Can Davero,39.66566813,2.861555974,3
877,Zoetry Mallorca Balearic Islands,39.44812561,2.809373562,5
878,Hotel Zhero - Palma,39.55924424,2.57402485,4
879,UR Palacio Avenida - Erwachsenenhotel ab 16 Jahren,39.58256948,2.688356283,4
880,Globales Verdemar Apartments,39.5272078,2.477289922,2.5
881,RD Mar de Portals - Erwachsenenhotel,39.55021201,2.558836844,3.5
882,Isla Del Sol,39.54815717,2.741091244,2
883,Sol y Vera,39.52190388,2.524588893,1.5
884,Apartamentos Inn,39.52649818,2.52736476,2
885,Mar Brava,39.75503574,3.134139487,2.5
886,Playas Ca´s Saboners Appartements,39.52202422,2.531051643,3
892,Simbad,39.7012943,3.423649559,1
893,Hotel Bellavista & Spa,39.71207141,3.45552669,2.5
894,Las Arenas,39.53881546,2.725272649,3.5
895,Sol Romantica,39.52952406,3.270988259,3
896,Sun Beach Apartments,39.52427282,2.480590164,2.5
897,Blue Beach,39.76839911,3.147499656,1
898,Es Blau des Nord Hotel,39.73005193,3.249037275,4
899,Vista Club,39.52667285,2.477521481,3
900,Holiday Park,39.52533685,2.484213097,2
901,Bella Maria,39.42363736,3.251474936,3
902,Boutique Hotel Playas Del Rey,39.52971138,2.479920789,3
903,Charly´s,39.75756789,3.136801331,1
905,C´An Bonico,39.36155159,3.050323042,5
906,Hostal HPC Portocolom,39.42764081,3.252045904,1
908,Alua Calas de Mallorca Resort,39.48193905,3.251872991,4
909,Sotavento,39.51558106,2.539086837,2.5
910,Apartments Econotel Kensington,39.51354068,2.538378516,1
912,Boutique Hostal Oriola,39.89896976,3.050360268,1.5
913,Ca´n Pere,39.85482431,3.127311203,4
914,Blanca,39.75738795,3.14138327,1
915,Universal Hotel Bikini,39.59940235,3.378850989,3
916,Finca Can Paulino,39.52840032,2.883882784,1.5
917,Naika Studios & Apartments,39.52904221,2.540025811,2
918,Martinez,39.53077709,2.537508821,2
919,Finca Sa Franquesa Nova,39.54634922,3.135404928,4
920,Hoposa Hotel & Apartments Villaconcha,39.87739733,3.06827562,3.5
921,Finca Can Estades,39.56242784,2.496180134,3
922,Pierre & Vacances Apartamentos Mallorca Portofino,39.51779939,2.479919016,2.5
927,Son Matias Beach - Erwachsenenhotel,39.52225325,2.533281494,4
930,Rural Son Amoixa Vell,39.54045769,3.233925272,4
931,Puerto Azul Suite Hotel,39.89986936,3.080316633,3.5
933,Africamar,39.75552712,3.131784009,3
935,Inturotel Sa Marina,39.40342743,3.202721708,4
936,Valentin Paguera Hotel - Erwachsenenhotel,39.5434761,2.450367707,3
937,Valentin Paguera Suites - Erwachsenenhotel,39.5520713,2.456138955,3
938,Hobby Club,39.87448177,3.07054113,3
939,Palia Sa Coma Playa,39.57799454,3.331881041,3.5
940,allsun Hotel Estrella & Coral de Mar Resort Spa,39.84605327,3.130781997,4.5
941,Las Velas,39.87666182,3.066247106,3
942,Hotel Mix Alea,39.50301416,2.763080398,3
943,Bellamar Apartments,39.87937163,3.071844214,2.5
944,Don Pepe - Erwachsenenhotel ab 18 Jahren,39.51606707,2.776018626,3
945,BH Mallorca - Erwachsenenhotel ab 18 Jahre,39.5234529,2.523907387,3.5
946,Mar Hotels Playa Mar & Spa,39.91613065,3.101354591,4
947,Canyamel Sunrise Appartements,39.65727998,3.431909405,3.5
948,Illa d´Or Club Apartamentos,39.91304091,3.096709745,3.5
950,Cap Rocat,39.47812992,2.727447328,5
951,La Singala,39.91402446,3.095834749,3
952,Globales Nova Apartments,39.52872952,2.528355534,3
954,Cala d´Or Playa Apartments,39.38787486,3.222847182,2.5
955,A10 Solecito Apartments Alcudia,39.83080109,3.107624029,2
956,Hostal Lido,39.51982323,2.771868136,1
957,A10 Sol de Alcudia Apartmentos,39.82046772,3.105345861,3
958,Petit Hotel Hostatgeria Sant Salvador,39.47404412,3.166404445,3
959,Marins Playa Suites - Erwachsenenhotel ab 16 Jahren,39.61130801,3.346364474,4
961,Feliz,39.56687135,2.604715829,3.5
963,Hotel Amic Colon,39.58277573,2.663357197,2
964,Can Cera Boutique Hotel,39.57513477,2.679524476,5
965,Rural Es Riquers,39.52009683,2.994441624,3
967,Villa Palmer,39.54019888,2.458658562,3
968,Fontsanta Thermal Spa & Wellness,39.36021042,3.014685001,4.5
970,Jumeirah Port Soller Hotel & Spa,39.79526103,2.71048343,5.5
971,Predi Son Jaumell Hotel Rural,39.71116436,3.413754382,4
972,Hotel Diamant,39.71644222,3.4554968,4
976,La Santa Maria Hotel,39.59804125,3.360279799,3
979,Mirador & Armadams,39.57249797,2.614520393,4
981,Mar Calma,39.88047283,3.072426887,4
983,La Victoria Hostatgeria,39.86958291,3.162042004,3
984,Hostal Palmaria,39.35688395,3.133656755,1
985,Can Vent Boutique,39.85477145,3.127958362,4
990,Alcudia Petit Hotel,39.85286832,3.124134971,3
991,HM Balanguera,39.58583859,2.674067444,4
992,Playa Esperanza Resort Affiliated by Melia,39.79622056,3.112998235,4
993,Palma Suites Hotel Residence,39.57242232,2.662864586,4
994,Boutique Hotel Calatrava,39.57289054,2.683602977,5
995,Villa Primavera Port de Soller,39.77470931,2.723787716,2
996,Brondo Architect Hotel,39.57277703,2.65554263,4
998,El Gavimar Ariel Chico Club & Resort,39.40157321,3.206697116,3
999,Q Royal,39.50570091,2.76039386,2
1000,Hotel Cort,39.57178889,2.659821777,4
1001,Castell Son Claret,39.59557781,2.509579061,5.5
1002,Gomila Park App.,39.57082868,2.610602735,1
1004,Hostal Cuba,39.57725754,2.67198459,4
1006,Villa Miel,39.60099986,3.340547434,2
1007,Coronado Thalasso & Spa,39.53575292,2.441791624,4
1009,Alcudia Garden & Palm Garden & Beach Garden,39.84308666,3.128281122,3
1010,whala!beach,39.51114591,2.765310406,3
1012,Club Sa Coma,39.57960174,3.358186084,1.5
1013,Lime Tamarindos,39.84836892,3.128294871,2
1014,Son Moll Sentits Hotel & Spa - Erwachsenenhotel ab 18 Jahren,39.70293037,3.431052928,4
1015,Hotel Brisa Marina - Erwachsenenhotel,39.57097757,3.359547638,4
1016,Melbeach Hotel & Spa - Erwachsenenhotel,39.65533368,3.430331327,4
1017,Trendhotel Alcudia,39.82138579,3.10687663,3.5
1018,Aparthotel Porto Drach,39.54654542,3.303889291,3.5
1019,Hostal Amistad,39.54195523,2.454150846,1.5
1020,Ona Garden Lago,39.82025073,3.097753403,3
1021,MLL Sahara - Nubia - Gobi Bay,39.51857521,2.775122899,2
1023,Es Convent d'Ariany,39.64796825,3.10218496,3
1024,OD Port Portals,39.54082711,2.558262371,4
1027,Finca Son Cosmet,39.43733927,2.996078917,4
1028,Sa Cabana Hotel Rural & Spa,39.67331695,2.841169524,4
1029,Hostal Playa de Palma,39.52431632,2.77632045,1
1031,Delfin Apartments,39.53941715,2.722515543,2
1032,Mac Jupiter,39.83564755,3.109140157,3
1034,Ca's Xorc,39.76275935,2.706198524,4
1036,Coral,39.52479365,2.754405512,1
1038,Hostal Can Tiu,39.69950373,2.809884712,2
1039,Montenova Apartments,39.53403897,2.526133636,3
1040,Sis Pins Hotel,39.88185748,3.07454638,3
1043,Cristina Apartamentos Villas,39.60718479,3.352853367,2
1046,Llevant,39.90052227,3.079214839,2
1047,Ona Aucanada Club,39.84201722,3.147915457,3
1048,Apartamentos Ben Hur,39.53376609,2.769021607,2
1049,Hotel Boreal,39.5264989,2.751505961,3
1050,BH Mallorca Appartements,39.51212641,2.526997552,3
1051,Globales Simar,39.91361204,3.054266835,3
1052,Finca Son Pont,39.62393775,2.587963606,4
1058,Boutique Hotel Can Alomar,39.57602986,2.673430944,5
1060,Coconut Apartments,39.5188603,2.532315282,1
1062,Born,39.57930537,2.681602768,2.5
1066,Finca Muleta de Ca S'Hereu,39.75806108,2.733709031,3
1067,S´Hort de Son Caulelles,39.62281085,2.7741468,3.5
1068,Finca Son Malero,39.5592779,2.501887475,2
1069,S'Ardeviu,39.76069103,2.728257275,3
1070,Finca Sa Carrotja,39.36869494,3.039268288,3
1071,Finca Binibona Parc Natural,39.76916601,2.927598498,4
1072,Can Joan Capo,39.64245756,3.010996155,4
1073,Finca Albellons Parc Natural,39.78255368,2.918596569,4
1076,Iberostar Ciudad Blanca Alcudia Apartments,39.81177503,3.10305978,4
1079,Villa Nadine,39.53989515,2.752797115,3
1080,Abelay,39.58446251,2.663614272,2
1082,Son Mercadal,39.49116964,3.034755578,3.5
1084,Cas Papa Sweet Hotel Valldemossa,39.70345363,2.656558688,4
1086,Duvabitat Apartments,39.89005446,3.062862328,3
1087,Stil Bonsai,39.74749709,3.14859722,3
1088,Segles,39.43935526,3.018386119,3.5
1093,La Ceiba,39.37348365,3.224563011,2
1094,Castell Dels Hams,39.55904052,3.28412527,3.5
1095,Hotel Honucai,39.3234003,2.996690855,4
1096,Ona Village Cala d´Or,39.3871913,3.205780407,3
1097,Posada Terra Santa,39.57745205,2.686751132,4
1098,Hospederia Santuari de Cura,39.53552698,2.930230542,1
1099,ZAFIRO Palace Alcudia,39.84954172,3.134513577,5
1101,Apartamentos Morito Beach,39.59721284,3.378708705,3
1102,Iberostar Cala Millor,39.58937663,3.368884733,4
1103,Venecia Apartments,39.82503606,3.114830076,2
1105,Triton Beach,39.70229278,3.419654819,4
